Sales_Date,Branch_ID,Lot_ID,Sales_Qty,Sales_Value
2025-04,WH-BKS01,LOT-0846,276,88154400
2025-04,WH-BKS01,LOT-0811,20,5220000
2025-04,WH-BKS01,LOT-0016,170,7956000
2025-04,WH-BKS01,LOT-0768,100,7560000
2025-04,WH-BKS01,LOT-0459,42,22129800
2025-04,WH-BKS01,LOT-1040,195,21274500
2025-04,WH-BKS01,LOT-0549,165,37950000
2025-04,WH-BKS01,LOT-0542,168,43646400
2025-04,WH-BKS01,LOT-0630,372,132171600
2025-04,WH-BKS01,LOT-0850,243,81234900
2025-04,WH-BKS01,LOT-0495,169,16714100
2025-04,WH-BKS01,LOT-0009,292,35040000
2025-04,WH-BKS01,LOT-0032,150,40020000
2025-04,WH-BKS01,LOT-0054,274,40880800
2025-04,WH-BKS01,LOT-0315,292,97586400
2025-04,WH-BKS01,LOT-0767,316,26923200
2025-04,WH-BKS01,LOT-1063,348,54496800
2025-04,WH-TNG01,LOT-0892,360,53280000
2025-04,WH-TNG01,LOT-0651,258,21801000
2025-04,WH-TNG01,LOT-0656,11,1060400
2025-04,WH-TNG01,LOT-0406,244,122439200
2025-04,WH-TNG01,LOT-0404,101,47369000
2025-04,WH-TNG01,LOT-0102,179,9093200
2025-04,WH-TNG01,LOT-1012,307,168021100
2025-04,WH-TNG01,LOT-1022,268,145122000
2025-04,WH-TNG01,LOT-0096,394,187071200
2025-04,WH-TNG01,LOT-0563,367,142946500
2025-04,WH-TNG01,LOT-0863,83,45359500
2025-04,WH-TNG01,LOT-0245,59,1888000
2025-04,WH-TNG01,LOT-0255,117,22733100
2025-04,WH-TNG01,LOT-0928,202,58479000
2025-04,WH-TNG01,LOT-0351,322,38028200
2025-04,WH-TNG01,LOT-0670,209,37097500
2025-04,WH-TNG01,LOT-0785,147,7835100
2025-04,WH-TNG01,LOT-0485,356,71698400
2025-04,WH-TNG01,LOT-1181,300,168690000
2025-04,WH-TNG01,LOT-0044,80,19072000
2025-04,WH-TNG01,LOT-0584,59,28821500
2025-04,WH-TNG01,LOT-0037,128,30041600
2025-04,WH-TNG01,LOT-1180,240,30240000
2025-04,WH-TNG01,LOT-0010,19,2496600
2025-04,WH-TNG01,LOT-0946,276,149509200
2025-04,WH-TNG01,LOT-0583,140,59808000
2025-04,WH-TNG01,LOT-0269,286,113284600
2025-04,WH-TNG01,LOT-0825,225,18472500
2025-04,WH-TNG01,LOT-0076,208,115252800
2025-04,WH-TNG01,LOT-1093,265,21862500
2025-04,WH-TNG01,LOT-1081,230,95082000
2025-04,WH-TNG01,LOT-0081,55,5390000
2025-04,WH-TNG01,LOT-0691,200,38260000
2025-04,WH-TNG01,LOT-0034,221,54012400
2025-04,WH-TNG01,LOT-0143,101,24714700
2025-04,WH-TNG01,LOT-0963,309,129501900
2025-04,WH-TNG01,LOT-0195,316,174779600
2025-04,WH-TNG01,LOT-0851,226,47686000
2025-04,WH-TNG01,LOT-0617,30,11868000
2025-04,WH-TNG01,LOT-0650,61,16250400
2025-04,WH-TNG01,LOT-0709,32,16396800
2025-04,WH-TNG01,LOT-0820,299,80759900
2025-04,WH-TNG01,LOT-0164,38,1888600
2025-04,WH-TNG01,LOT-1140,146,73978200
2025-04,WH-TNG01,LOT-0642,322,94990000
2025-04,WH-TNG01,LOT-0097,212,89951600
2025-04,WH-TNG01,LOT-0806,56,21778400
2025-04,WH-TNG01,LOT-0612,359,131070900
2025-04,WH-TNG01,LOT-0931,110,58256000
2025-04,WH-TNG01,LOT-1011,109,54728900
2025-04,WH-TNG01,LOT-0249,152,4666400
2025-04,WH-TNG01,LOT-0766,152,12418400
2025-04,WH-TNG01,LOT-0211,53,11755400
2025-04,WH-TNG01,LOT-0060,363,59060100
2025-04,WH-TNG01,LOT-0459,383,205862500
2025-04,WH-TNG01,LOT-0098,357,146477100
2025-04,WH-TNG01,LOT-0022,166,50098800
2025-04,WH-TNG01,LOT-0285,90,24678000
2025-04,WH-TNG01,LOT-0216,238,52264800
2025-04,WH-TNG01,LOT-0662,11,2162600
2025-04,WH-TNG01,LOT-0893,224,35123200
2025-04,WH-TNG01,LOT-0464,95,32262000
2025-04,WH-TNG01,LOT-0349,44,16104000
2025-04,WH-TNG01,LOT-0181,394,91683800
2025-04,WH-TNG01,LOT-0392,309,19621500
2025-04,WH-TNG01,LOT-0756,247,85239700
2025-04,WH-TNG01,LOT-1101,255,109471500
2025-04,WH-TNG01,LOT-0011,246,10725600
2025-04,WH-TNG01,LOT-0108,13,713700
2025-04,WH-TNG01,LOT-0532,153,16493400
2025-04,WH-TNG01,LOT-0089,273,29593200
2025-04,WH-TNG01,LOT-0227,391,166409600
2025-04,WH-TNG01,LOT-0099,53,21072800
2025-04,WH-TNG01,LOT-0624,381,135559800
2025-04,WH-TNG01,LOT-0154,256,138342400
2025-04,WH-TNG01,LOT-0541,284,67336400
2025-04,WH-TNG01,LOT-0675,254,130632200
2025-04,WH-TNG01,LOT-0778,239,52795100
2025-04,WH-TNG01,LOT-0553,185,21552500
2025-04,WH-TNG01,LOT-0283,175,55597500
2025-04,WH-TNG01,LOT-1195,344,104713600
2025-04,WH-TNG01,LOT-0944,310,169074000
2025-04,WH-TNG01,LOT-0246,143,4375800
2025-04,WH-TNG01,LOT-0259,377,69330300
2025-04,WH-TNG01,LOT-0654,80,8200000
2025-04,WH-TNG01,LOT-0304,117,28150200
2025-04,WH-TNG01,LOT-1197,77,21144200
2025-04,WH-TNG01,LOT-0847,20,6238000
2025-04,WH-TNG01,LOT-0916,384,63436800
2025-04,WH-TNG01,LOT-0251,225,38992500
2025-04,WH-TNG01,LOT-1069,386,60640600
2025-04,WH-TNG01,LOT-0493,198,18592200
2025-04,WH-TNG01,LOT-1184,145,85347000
2025-04,WH-TNG01,LOT-0979,352,146150400
2025-04,WH-TNG01,LOT-1004,235,40866500
2025-04,WH-TNG01,LOT-0575,274,74939000
2025-04,WH-TNG01,LOT-0660,352,31715200
2025-04,WH-TNG01,LOT-0989,174,63788400
2025-04,WH-TNG01,LOT-0463,218,73618600
2025-04,WH-TNG01,LOT-0189,146,30353400
2025-04,WH-TNG01,LOT-0607,26,4797000
2025-04,WH-TNG01,LOT-0170,364,17399200
2025-04,WH-TNG01,LOT-0723,318,83729400
2025-04,WH-TNG01,LOT-1144,237,64392900
2025-04,WH-TNG01,LOT-0497,182,15852200
2025-04,WH-TNG01,LOT-0422,9,1299600
2025-04,WH-BPR01,LOT-0956,50,14715000
2025-04,WH-BPR01,LOT-0308,319,80611300
2025-04,WH-BPR01,LOT-1072,129,23426400
2025-04,WH-BPR01,LOT-0594,196,68286400
2025-04,WH-BPR01,LOT-1144,283,82211500
2025-04,WH-BPR01,LOT-0334,155,15872000
2025-04,WH-BPR01,LOT-0622,206,69957600
2025-04,WH-BPR01,LOT-0998,348,73741200
2025-04,WH-BPR01,LOT-0591,395,161120500
2025-04,WH-BPR01,LOT-0133,240,60576000
2025-04,WH-BPR01,LOT-0604,48,7891200
2025-04,WH-BPR01,LOT-0032,337,80745200
2025-04,WH-BPR01,LOT-0930,309,74407200
2025-04,WH-BPR01,LOT-0084,153,16799400
2025-04,WH-BPR01,LOT-0446,358,34439600
2025-04,WH-BPR01,LOT-0580,36,9727200
2025-04,WH-BPR01,LOT-0253,304,56300800
2025-04,WH-BPR01,LOT-0109,383,21677800
2025-04,WH-BPR01,LOT-1001,364,53835600
2025-04,WH-BPR01,LOT-0627,78,29125200
2025-04,WH-BPR01,LOT-0011,258,11326200
2025-04,WH-BPR01,LOT-0882,350,169085000
2025-04,WH-BPR01,LOT-0722,84,23016000
2025-04,WH-BPR01,LOT-0002,164,22648400
2025-04,WH-BPR01,LOT-0103,8,460800
2025-04,WH-BPR01,LOT-0515,324,82555200
2025-04,WH-BPR01,LOT-0283,63,16808400
2025-04,WH-BPR01,LOT-0718,83,33274700
2025-04,WH-BPR01,LOT-0581,66,30789000
2025-04,WH-BPR01,LOT-1029,131,61858200
2025-04,WH-BPR01,LOT-1149,247,59551700
2025-04,WH-BPR01,LOT-0318,263,91103200
2025-04,WH-BPR01,LOT-0177,33,20463300
2025-04,WH-BPR01,LOT-0555,158,18833600
2025-04,WH-BPR01,LOT-0293,99,18473400
2025-04,WH-BPR01,LOT-0403,284,126806000
2025-04,WH-BPR01,LOT-0885,318,154929600
2025-04,WH-BPR01,LOT-1199,341,98924100
2025-04,WH-BPR01,LOT-0166,226,10328200
2025-04,WH-BPR01,LOT-0596,16,5648000
2025-04,WH-BPR01,LOT-0449,386,39796600
2025-04,WH-BPR01,LOT-0066,92,11297600
2025-04,WH-BPR01,LOT-0970,363,161244600
2025-04,WH-BPR01,LOT-0727,248,70630400
2025-04,WH-BPR01,LOT-0510,153,10679400
2025-04,WH-BPR01,LOT-0792,306,101010600
2025-04,WH-BPR01,LOT-0866,346,167844600
2025-04,WH-BPR01,LOT-0818,202,59771800
2025-04,WH-BPR01,LOT-0201,59,25252000
2025-04,WH-BPR01,LOT-0536,222,20690400
2025-04,WH-BPR01,LOT-0619,150,57045000
2025-04,WH-BPR01,LOT-0637,293,64987400
2025-04,WH-BPR01,LOT-0355,302,34095800
2025-04,WH-BPR01,LOT-1155,335,194032000
2025-04,WH-BPR01,LOT-0893,341,56776500
2025-04,WH-BPR01,LOT-0661,26,5363800
2025-04,WH-BPR01,LOT-1185,186,111302400
2025-04,WH-BPR01,LOT-0286,244,77396800
2025-04,WH-BPR01,LOT-0409,239,107119800
2025-04,WH-BPR01,LOT-0513,86,20450800
2025-04,WH-BPR01,LOT-0278,262,87193600
2025-04,WH-BPR01,LOT-0853,366,84582600
2025-04,WH-BPR01,LOT-1136,267,130349400
2025-04,WH-BPR01,LOT-0617,340,120904000
2025-04,WH-BPR01,LOT-0625,340,131104000
2025-04,WH-BPR01,LOT-0176,178,100427600
2025-04,WH-BPR01,LOT-0609,76,13148000
2025-04,WH-BPR01,LOT-1161,395,13943500
2025-04,WH-BPR01,LOT-0945,206,102485000
2025-04,WH-BPR01,LOT-1118,335,131621500
2025-04,WH-BPR01,LOT-0376,246,90060600
2025-04,WH-BPR01,LOT-0770,97,7672700
2025-04,WH-BPR01,LOT-0895,264,45381600
2025-04,WH-BPR01,LOT-0197,274,144069200
2025-04,WH-BPR01,LOT-0284,362,102337400
2025-04,WH-BPR01,LOT-1079,302,52215800
2025-04,WH-BPR01,LOT-0906,321,96524700
2025-04,WH-BPR01,LOT-0642,39,9984000
2025-04,WH-BPR01,LOT-1032,380,39558000
2025-04,WH-BPR01,LOT-0733,54,31584600
2025-04,WH-BPR01,LOT-0960,260,79248000
2025-04,WH-BPR01,LOT-0726,248,68274400
2025-04,WH-BPR01,LOT-0876,123,55337700
2025-04,WH-BPR01,LOT-0862,380,205542000
2025-04,WH-BPR01,LOT-0841,58,20729200
2025-04,WH-BPR01,LOT-0057,94,15632200
2025-04,WH-BPR01,LOT-1145,201,56742300
2025-04,WH-BPR01,LOT-0055,220,38016000
2025-04,WH-BPR01,LOT-0863,36,18763200
2025-04,WH-MLG01,LOT-0077,362,217019000
2025-04,WH-MLG01,LOT-0150,303,75234900
2025-04,WH-MLG01,LOT-0905,139,40351700
2025-04,WH-MLG01,LOT-0767,21,1579200
2025-04,WH-MLG01,LOT-0061,138,15842400
2025-04,WH-MLG01,LOT-0357,396,42332400
2025-04,WH-MLG01,LOT-0658,109,10246000
2025-04,WH-MLG01,LOT-0221,380,168454000
2025-04,WH-MLG01,LOT-0921,392,106702400
2025-04,WH-MLG01,LOT-0774,36,8366400
2025-04,WH-MLG01,LOT-0273,42,15842400
2025-04,WH-MLG01,LOT-1176,293,42895200
2025-04,WH-MLG01,LOT-1140,364,209518400
2025-04,WH-MLG01,LOT-0410,23,10465000
2025-04,WH-MLG01,LOT-0401,41,21106800
2025-04,WH-MLG01,LOT-0518,311,80051400
2025-04,WH-MLG01,LOT-1006,46,7847600
2025-04,WH-MLG01,LOT-0897,250,44425000
2025-04,WH-MLG01,LOT-0586,143,69555200
2025-04,WH-MLG01,LOT-0462,58,16158800
2025-04,WH-MLG01,LOT-0413,264,135643200
2025-04,WH-MLG01,LOT-0332,184,20497600
2025-04,WH-MLG01,LOT-0889,160,79536000
2025-04,WH-MLG01,LOT-1083,121,47238400
2025-04,WH-MLG01,LOT-0394,33,1947000
2025-04,WH-MLG01,LOT-0177,105,60175500
2025-04,WH-MLG01,LOT-1193,199,58486100
2025-04,WH-MLG01,LOT-0050,382,82512000
2025-04,WH-MLG01,LOT-0198,251,125901600
2025-04,WH-MLG01,LOT-0417,397,210886400
2025-04,WH-MLG01,LOT-0069,69,8328300
2025-04,WH-MLG01,LOT-0288,223,66141800
2025-04,WH-MLG01,LOT-0011,64,3001600
2025-04,WH-MLG01,LOT-0737,320,199264000
2025-04,WH-MLG01,LOT-0836,193,42807400
2025-04,WH-MLG01,LOT-1164,180,6066000
2025-04,WH-MLG01,LOT-1120,34,12665000
2025-04,WH-MLG01,LOT-0148,52,13234000
2025-04,WH-MLG01,LOT-0698,121,21671100
2025-04,WH-MLG01,LOT-0380,390,151086000
2025-04,WH-MLG01,LOT-1082,279,122871600
2025-04,WH-MLG01,LOT-1017,12,6714000
2025-04,WH-MLG01,LOT-0390,132,39428400
2025-04,WH-MLG01,LOT-0425,44,5759600
2025-04,WH-MLG01,LOT-1169,229,7305100
2025-04,WH-MLG01,LOT-0971,27,10673100
2025-04,WH-MLG01,LOT-1026,313,162760000
2025-04,WH-MLG01,LOT-0722,130,41067000
2025-04,WH-MLG01,LOT-0731,71,41030900
2025-04,WH-MLG01,LOT-1145,250,69200000
2025-04,WH-MLG01,LOT-0283,341,91183400
2025-04,WH-MLG01,LOT-0138,133,34220900
2025-04,WH-MLG01,LOT-0899,110,17853000
2025-04,WH-MLG01,LOT-0876,381,165925500
2025-04,WH-MLG01,LOT-0771,117,28442700
2025-04,WH-MLG01,LOT-0146,159,43422900
2025-04,WH-MLG01,LOT-1166,287,9384900
2025-04,WH-MLG01,LOT-0161,339,15831300
2025-04,WH-MLG01,LOT-0261,141,58881600
2025-04,WH-MLG01,LOT-1060,282,36716400
2025-04,WH-MLG01,LOT-0611,32,11884800
2025-04,WH-MLG01,LOT-0207,215,96750000
2025-04,WH-MLG01,LOT-0242,323,9496200
2025-04,WH-MLG01,LOT-1022,45,21244500
2025-04,WH-MLG01,LOT-0473,75,30165000
2025-04,WH-MLG01,LOT-0106,271,13848100
2025-04,WH-MLG01,LOT-1108,384,154560000
2025-04,WH-MLG01,LOT-0678,67,35369300
2025-04,WH-MLG01,LOT-0047,77,16701300
2025-04,WH-MLG01,LOT-0459,125,72987500
2025-04,WH-MLG01,LOT-0594,337,134496700
2025-04,WH-MLG01,LOT-0515,63,13885200
2025-04,WH-MLG01,LOT-0800,22,6921200
2025-04,WH-MLG01,LOT-0733,306,168759000
2025-04,WH-MLG01,LOT-0140,48,10262400
2025-04,WH-MLG01,LOT-0324,317,37913200
2025-04,WH-MLG01,LOT-0590,14,7000000
2025-04,WH-MLG01,LOT-0154,201,102268800
2025-04,WH-MLG01,LOT-1095,119,9543800
2025-04,WH-MLG01,LOT-1179,99,13800600
2025-04,WH-MLG01,LOT-0495,277,22880200
2025-04,WH-MLG01,LOT-1061,161,24955000
2025-04,WH-MLG01,LOT-1025,395,192523000
2025-04,WH-MLG01,LOT-0640,18,4440600
2025-04,WH-MLG01,LOT-0818,391,120271600
2025-04,WH-MLG01,LOT-0117,139,7742300
2025-04,WH-MLG01,LOT-1119,307,113804900
2025-04,WH-SLO01,LOT-0699,36,7189200
2025-04,WH-SLO01,LOT-0889,137,70733100
2025-04,WH-SLO01,LOT-0876,13,5509400
2025-04,WH-SLO01,LOT-0117,185,9749500
2025-04,WH-SLO01,LOT-0224,27,12676500
2025-04,WH-SLO01,LOT-1134,184,90804000
2025-04,WH-SLO01,LOT-0795,264,86248800
2025-04,WH-SLO01,LOT-0589,266,112571200
2025-04,WH-SLO01,LOT-1096,109,8981600
2025-04,WH-SLO01,LOT-0950,195,114094500
2025-04,WH-SLO01,LOT-0869,353,176570600
2025-04,WH-SLO01,LOT-1173,333,44222400
2025-04,WH-SLO01,LOT-1164,149,4708400
2025-04,WH-SLO01,LOT-1063,172,30237600
2025-04,WH-SLO01,LOT-0533,189,18370800
2025-04,WH-SLO01,LOT-0333,213,26092500
2025-04,WH-SLO01,LOT-0781,196,10544800
2025-04,WH-SLO01,LOT-0958,155,44407500
2025-04,WH-SLO01,LOT-0488,87,17756700
2025-04,WH-SLO01,LOT-0271,153,59134500
2025-04,WH-SLO01,LOT-0032,307,72206400
2025-04,WH-SLO01,LOT-0575,316,87121200
2025-04,WH-SLO01,LOT-0562,165,65043000
2025-04,WH-SLO01,LOT-0176,384,218880000
2025-04,WH-SLO01,LOT-0512,302,77342200
2025-04,WH-SLO01,LOT-1112,115,44183000
2025-04,WH-SLO01,LOT-0606,303,49570800
2025-04,WH-SLO01,LOT-0692,376,63544000
2025-04,WH-SLO01,LOT-1170,395,14931000
2025-04,WH-SLO01,LOT-0809,45,20380500
2025-04,WH-SLO01,LOT-0080,119,66818500
2025-04,WH-SLO01,LOT-0741,299,72657000
2025-04,WH-SLO01,LOT-0551,380,45410000
2025-04,WH-SLO01,LOT-0514,380,85728000
2025-04,WH-SLO01,LOT-0026,275,84975000
2025-04,WH-SLO01,LOT-0255,315,55944000
2025-04,WH-SLO01,LOT-0629,273,101064600
2025-04,WH-SLO01,LOT-1165,167,5427500
2025-04,WH-SLO01,LOT-0658,299,26611000
2025-04,WH-SLO01,LOT-0542,129,31063200
2025-04,WH-SLO01,LOT-0367,398,163100400
2025-04,WH-SLO01,LOT-0909,123,34267800
2025-04,WH-SLO01,LOT-0948,388,233420800
2025-04,WH-SLO01,LOT-0036,359,88673000
2025-04,WH-SLO01,LOT-0901,380,117154000
2025-04,WH-SLO01,LOT-0019,214,9865400
2025-04,WH-SLO01,LOT-0956,185,52336500
2025-04,WH-SLO01,LOT-0076,44,26496800
2025-04,WH-SLO01,LOT-0735,339,190992600
2025-04,WH-SLO01,LOT-0984,122,45286400
2025-04,WH-SLO01,LOT-1140,219,111054900
2025-04,WH-SLO01,LOT-0447,69,7500300
2025-04,WH-SLO01,LOT-0837,130,31499000
2025-04,WH-SLO01,LOT-0120,213,11544600
2025-04,WH-SLO01,LOT-1187,345,173811000
2025-04,WH-SLO01,LOT-0163,138,7245000
2025-04,WH-SLO01,LOT-0567,179,67644100
2025-04,WH-SLO01,LOT-1130,46,21601600
2025-04,WH-SLO01,LOT-0644,263,82029700
2025-04,WH-SLO01,LOT-0132,299,70354700
2025-04,WH-SLO01,LOT-0903,400,105320000
2025-04,WH-SLO01,LOT-0369,97,38984300
2025-04,WH-SLO01,LOT-0529,12,3403200
2025-04,WH-SLO01,LOT-0566,219,81840300
2025-04,WH-SLO01,LOT-0532,288,30297600
2025-04,WH-SLO01,LOT-1014,245,133574000
2025-04,WH-SLO01,LOT-0261,69,32285100
2025-04,WH-SLO01,LOT-0466,225,62505000
2025-04,WH-SLO01,LOT-0358,90,11700000
2025-04,WH-SLO01,LOT-0301,72,16812000
2025-04,WH-SLO01,LOT-0102,276,16256400
2025-04,WH-SLO01,LOT-0477,221,80377700
2025-04,WH-SLO01,LOT-0235,210,64197000
2025-04,WH-SLO01,LOT-0079,128,74060800
2025-04,WH-SLO01,LOT-0378,65,22477000
2025-04,WH-SLO01,LOT-1038,177,20231100
2025-04,WH-SLO01,LOT-0902,320,82560000
2025-04,WH-SLO01,LOT-1188,374,184419400
2025-04,WH-SLO01,LOT-0650,383,118040600
2025-04,WH-SLO01,LOT-0086,234,27541800
2025-04,WH-SLO01,LOT-0467,327,99898500
2025-04,WH-YOG01,LOT-0593,130,45396000
2025-04,WH-YOG01,LOT-0978,197,87389200
2025-04,WH-YOG01,LOT-0276,117,42974100
2025-04,WH-YOG01,LOT-0376,140,49826000
2025-04,WH-YOG01,LOT-1044,253,18696700
2025-04,WH-YOG01,LOT-0172,380,216106000
2025-04,WH-YOG01,LOT-0312,72,23637600
2025-04,WH-YOG01,LOT-0016,50,2600000
2025-04,WH-YOG01,LOT-0758,375,133875000
2025-04,WH-YOG01,LOT-0929,6,1557000
2025-04,WH-YOG01,LOT-0777,256,63744000
2025-04,WH-YOG01,LOT-0657,111,10789200
2025-04,WH-YOG01,LOT-0899,24,3832800
2025-04,WH-YOG01,LOT-0362,139,53000700
2025-04,WH-YOG01,LOT-1042,328,23156800
2025-04,WH-YOG01,LOT-0573,331,94070200
2025-04,WH-YOG01,LOT-0199,276,157899600
2025-04,WH-YOG01,LOT-0476,97,39294700
2025-04,WH-YOG01,LOT-0609,123,24083400
2025-04,WH-YOG01,LOT-1011,347,179433700
2025-04,WH-YOG01,LOT-0699,327,58304100
2025-04,WH-YOG01,LOT-0099,187,81924700
2025-04,WH-YOG01,LOT-1156,156,80152800
2025-04,WH-YOG01,LOT-1061,62,11699400
2025-04,WH-YOG01,LOT-1076,391,73703500
2025-04,WH-YOG01,LOT-1188,219,131224800
2025-04,WH-YOG01,LOT-1041,171,11234700
2025-04,WH-YOG01,LOT-0874,222,83361000
2025-04,WH-YOG01,LOT-0585,242,123226400
2025-04,WH-YOG01,LOT-0662,343,59853500
2025-04,WH-YOG01,LOT-0787,361,19133000
2025-04,WH-YOG01,LOT-0653,70,6895000
2025-04,WH-YOG01,LOT-0366,252,100573200
2025-04,WH-YOG01,LOT-0294,255,45517500
2025-04,WH-YOG01,LOT-0086,356,36418800
2025-04,WH-YOG01,LOT-0432,153,56961900
2025-04,WH-YOG01,LOT-0882,115,58397000
2025-04,WH-YOG01,LOT-1064,214,33405400
2025-04,WH-YOG01,LOT-0570,400,151480000
2025-04,WH-YOG01,LOT-1178,350,45395000
2025-04,WH-YOG01,LOT-0644,205,61807500
2025-04,WH-YOG01,LOT-0204,222,93706200
2025-04,WH-YOG01,LOT-0712,32,11942400
2025-04,WH-YOG01,LOT-0584,377,164786700
2025-04,WH-YOG01,LOT-0340,330,39798000
2025-04,WH-YOG01,LOT-0243,162,4714200
2025-04,WH-YOG01,LOT-0590,118,55648800
2025-04,WH-YOG01,LOT-0561,90,35667000
2025-04,WH-YOG01,LOT-0997,325,70557500
2025-04,WH-YOG01,LOT-0459,319,182978400
2025-04,WH-YOG01,LOT-0347,71,28542000
2025-04,WH-YOG01,LOT-0591,15,6208500
2025-04,WH-YOG01,LOT-0532,15,1606500
2025-04,WH-YOG01,LOT-0218,51,12826500
2025-04,WH-YOG01,LOT-0475,175,71365000
2025-04,WH-YOG01,LOT-0571,397,123070000
2025-04,WH-YOG01,LOT-0289,37,11214700
2025-04,WH-YOG01,LOT-0197,270,140427000
2025-04,WH-YOG01,LOT-0424,279,37720800
2025-04,WH-YOG01,LOT-1131,85,48960000
2025-04,WH-YOG01,LOT-0346,207,87581700
2025-04,WH-YOG01,LOT-0057,122,18495200
2025-04,WH-YOG01,LOT-0082,87,10239900
2025-04,WH-YOG01,LOT-1106,174,67999200
2025-04,WH-YOG01,LOT-1102,288,120268800
2025-04,WH-YOG01,LOT-0400,11,650100
2025-04,WH-YOG01,LOT-0014,15,751500
2025-04,WH-YOG01,LOT-1001,274,39593000
2025-04,WH-YOG01,LOT-0053,208,35027200
2025-04,WH-YOG01,LOT-0757,26,8182200
2025-04,WH-YOG01,LOT-0417,159,78021300
2025-04,WH-YOG01,LOT-0578,328,101811200
2025-04,WH-YOG01,LOT-1170,131,4034800
2025-04,WH-YOG01,LOT-0912,388,56686800
2025-04,WH-YOG01,LOT-1067,198,35164800
2025-04,WH-YOG01,LOT-0259,72,13723200
2025-04,WH-YOG01,LOT-0930,143,40497600
2025-04,WH-YOG01,LOT-0605,44,7268800
2025-04,WH-YOG01,LOT-0225,374,179333000
2025-04,WH-YOG01,LOT-0246,380,10982000
2025-04,WH-YOG01,LOT-0911,12,2001600
2025-04,WH-YOG01,LOT-0886,282,135275400
2025-04,WH-YOG01,LOT-0539,82,7552200
2025-04,WH-YOG01,LOT-0178,306,184854600
2025-04,WH-YOG01,LOT-0281,104,32656000
2025-04,WH-YOG01,LOT-0239,164,51020400
2025-04,WH-YOG01,LOT-0725,222,63647400
2025-04,WH-YOG01,LOT-0162,16,756800
2025-04,WH-YOG01,LOT-0456,239,125570600
2025-04,WH-YOG01,LOT-0153,140,79212000
2025-04,WH-YOG01,LOT-0670,300,56670000
2025-04,WH-YOG01,LOT-0321,154,18587800
2025-04,WH-YOG01,LOT-1039,118,14525800
2025-04,WH-YOG01,LOT-0687,292,72737200
2025-04,WH-YOG01,LOT-0566,150,64065000
2025-04,WH-YOG01,LOT-1051,278,36223400
2025-04,WH-YOG01,LOT-0152,200,92520000
2025-04,WH-YOG01,LOT-0645,259,76845300
2025-04,WH-YOG01,LOT-0079,195,113977500
2025-04,WH-YOG01,LOT-0888,370,159322000
2025-04,WH-YOG01,LOT-0206,119,52169600
2025-04,WH-YOG01,LOT-1068,17,2859400
2025-04,WH-YOG01,LOT-0651,123,11328300
2025-04,WH-YOG01,LOT-0390,249,70716000
2025-04,WH-YOG01,LOT-1144,334,85904800
2025-04,WH-YOG01,LOT-0073,78,46020000
2025-04,WH-YOG01,LOT-0017,47,2044500
2025-05,WH-JKT01,LOT-0426,7,970900
2025-05,WH-JKT01,LOT-1004,101,14917700
2025-05,WH-JKT01,LOT-0512,53,13091000
2025-05,WH-JKT01,LOT-0172,174,90567000
2025-05,WH-JKT01,LOT-0290,324,94478400
2025-05,WH-JKT01,LOT-0826,85,6749000
2025-05,WH-JKT01,LOT-0970,330,146949000
2025-05,WH-JKT01,LOT-1072,120,20736000
2025-05,WH-JKT01,LOT-1161,12,447600
2025-05,WH-JKT01,LOT-0477,145,51939000
2025-05,WH-JKT01,LOT-0121,223,25868000
2025-05,WH-JKT01,LOT-1011,161,81176200
2025-05,WH-JKT01,LOT-0517,397,95319700
2025-05,WH-JKT01,LOT-0844,135,45076500
2025-05,WH-JKT01,LOT-0638,333,78155100
2025-05,WH-JKT01,LOT-0692,44,8184000
2025-05,WH-JKT01,LOT-0309,57,13913700
2025-05,WH-JKT01,LOT-0075,148,76412400
2025-05,WH-JKT01,LOT-0659,293,24992900
2025-05,WH-JKT01,LOT-1158,272,155529600
2025-05,WH-JKT01,LOT-0833,397,88650100
2025-05,WH-JKT01,LOT-0012,299,15009800
2025-05,WH-JKT01,LOT-0550,308,78663200
2025-05,WH-JKT01,LOT-0429,382,59477400
2025-05,WH-JKT01,LOT-1152,347,211600600
2025-05,WH-JKT01,LOT-1001,112,16430400
2025-05,WH-JKT01,LOT-1118,123,53480400
2025-05,WH-JKT01,LOT-1024,51,27999000
2025-05,WH-JKT01,LOT-0642,319,83578000
2025-05,WH-JKT01,LOT-0483,89,18592100
2025-05,WH-JKT01,LOT-0660,5,448000
2025-05,WH-JKT01,LOT-0945,31,15667400
2025-05,WH-JKT01,LOT-0990,230,84962000
2025-05,WH-JKT01,LOT-1054,246,30848400
2025-05,WH-JKT01,LOT-1137,261,148013100
2025-05,WH-JKT01,LOT-0167,128,6400000
2025-05,WH-JKT01,LOT-0216,198,49737600
2025-05,WH-JKT01,LOT-0872,366,148705800
2025-05,WH-JKT01,LOT-0159,164,90462400
2025-05,WH-JKT01,LOT-0770,167,13092800
2025-05,WH-JKT01,LOT-0261,314,146135600
2025-05,WH-JKT01,LOT-0028,90,28620000
2025-05,WH-JKT01,LOT-0332,147,17360700
2025-05,WH-JKT01,LOT-1065,228,39694800
2025-05,WH-JKT01,LOT-0249,255,7828500
2025-05,WH-JKT01,LOT-0341,133,54343800
2025-05,WH-JKT01,LOT-0405,290,147842000
2025-05,WH-JKT01,LOT-0897,338,53167400
2025-05,WH-JKT01,LOT-0233,17,5375400
2025-05,WH-JKT01,LOT-0080,243,142252200
